[2026-02-20-00:00:10] ORP=574mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:35:33] ORP=559mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:36:34] ORP=598mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:37:34] ORP=562mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:38:35] ORP=600mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:39:35] ORP=562mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-13:40:34] ORP=591mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:41:35] ORP=567mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:42:35] ORP=580mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:43:34] ORP=597mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:44:35] ORP=564mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-13:45:35] ORP=572mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:46:34] ORP=591mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-13:47:35] ORP=575mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-13:48:34] ORP=599mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:49:35] ORP=586mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:50:35] ORP=565mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-13:51:35] ORP=574mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:52:36] ORP=590mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.37%
[2026-02-20-13:53:34] ORP=578mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-13:54:36] ORP=576mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-13:55:36] ORP=600mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:56:35] ORP=564mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:57:35] ORP=589mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-13:58:36] ORP=561mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-13:59:34] ORP=604mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:00:36] ORP=571mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:01:36] ORP=577mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:02:34] ORP=586mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:03:34] ORP=578mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:04:36] ORP=588mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:05:36] ORP=593mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-14:06:35] ORP=580mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-14:07:36] ORP=579mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:08:36] ORP=581mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-14:09:36] ORP=581mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:10:36] ORP=581mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-14:11:35] ORP=583mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:12:35] ORP=582mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.18 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:13:35] ORP=564mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-14:14:36] ORP=571mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:15:36] ORP=563mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:16:36] ORP=601mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:17:36] ORP=594mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:18:37] ORP=600mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:19:36] ORP=575mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:20:35] ORP=566mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:21:37] ORP=603mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:22:35] ORP=596mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:23:37] ORP=560mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:24:37] ORP=590mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:25:35] ORP=563mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:26:37] ORP=596mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:27:37] ORP=594mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:28:35] ORP=587mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:29:37] ORP=599mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:30:37] ORP=570mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:31:35] ORP=596mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-14:32:35] ORP=574mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-14:33:37] ORP=574mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:34:37] ORP=574mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:35:35] ORP=566mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:36:37] ORP=584mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:37:37] ORP=603mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:38:36] ORP=571mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-14:39:37] ORP=565mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:40:37] ORP=571mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:41:38] ORP=569mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:42:36] ORP=576mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:43:37] ORP=602mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:44:36] ORP=567mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:45:36] ORP=595mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-14:46:36] ORP=575mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:47:37] ORP=598mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:48:36] ORP=560mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:49:36] ORP=584mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:50:38] ORP=602mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:51:36] ORP=573mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-14:52:37] ORP=582mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:53:38] ORP=581mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:54:36] ORP=582mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:55:38] ORP=581mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:56:37] ORP=582mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-14:57:36] ORP=580mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:58:36] ORP=556mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-14:59:38] ORP=599mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-15:00:38] ORP=588mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:01:36] ORP=585mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:02:38] ORP=593mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-15:03:38] ORP=566mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:04:36] ORP=590mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-15:05:36] ORP=558mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:06:39] ORP=601mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:07:37] ORP=592mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-15:08:39] ORP=567mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:09:38] ORP=601mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-15:10:38] ORP=587mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-15:11:37] ORP=563mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-15:12:37] ORP=565mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-15:13:38] ORP=603mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-15:14:37] ORP=602mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-15:15:37] ORP=558mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:16:39] ORP=574mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:17:38] ORP=592mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:18:37] ORP=573mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-15:19:37] ORP=559mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-15:20:39] ORP=577mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-15:21:38] ORP=559mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:22:37] ORP=580mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:23:38] ORP=594mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:24:39] ORP=560mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:25:37] ORP=572mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:26:37] ORP=557mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-15:27:39] ORP=560mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:28:37] ORP=564mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-15:29:37] ORP=587mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:30:39] ORP=567mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-15:31:37] ORP=597mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:32:39] ORP=572mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:33:39] ORP=584mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:34:37] ORP=561mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-15:35:37] ORP=558mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.40%
[2026-02-20-15:36:39] ORP=567mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:37:38] ORP=589mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.15 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-15:38:39] ORP=564mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.16 | 溫度=30.0°C | 混合槽壓力=0.74kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
[2026-02-20-15:39:40] ORP=581mV | 反應器壓力=1.89kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.39%
[2026-02-20-15:40:38] ORP=580mV | 反應器壓力=1.90kg/cm² | 酸鹼值=pH 7.17 | 溫度=30.0°C | 混合槽壓力=0.73kg/cm² | CO2濃度=0.0% | CH4濃度=0.38%
